Date,Close,High,Low,Open,Volume
2013-01-02,22.242881774902344,22.33146570219938,21.864381366918668,21.94491346666128,52899300
2013-01-03,21.94491958618164,22.267046538957796,21.872440829804198,22.25093980731337,48294400
2013-01-04,21.534204483032227,22.017395620469028,21.52615111820568,21.961023602705485,52521100
2013-01-07,21.493938446044922,21.64694776435141,21.453671623315138,21.558363826390345,37110400
2013-01-08,21.381189346313477,21.57446699144307,21.308710613395373,21.542253538580816,44703100
2013-01-09,21.50199317932129,21.54225846859197,21.389247604523195,21.518098373416166,49047900
2013-01-10,21.308713912963867,21.727479648885552,21.171811325166384,21.461724765708755,71431300
2013-01-11,21.6066837310791,21.687215845188224,21.163759407512405,21.332875464721475,55512100
2013-01-14,21.655000686645508,21.808011537849342,21.550310021730585,21.663054051026993,48324400
2013-01-15,21.91269874572754,21.977125650615175,21.606678627621047,21.606678627621047,48244500
2013-01-16,21.775793075561523,21.928802344783843,21.751632989674018,21.864376985105565,41077400
2013-01-17,21.94491958618164,22.122089026202907,21.79190870760454,21.896600927270836,51685900
2013-01-18,21.94491958618164,21.977133049470492,21.775803511982588,21.824122170893393,52167700
2013-01-22,21.864381790161133,22.10597809406571,21.74358440621988,21.985179174102385,58650600
2013-01-23,22.234830856323242,22.258989413687132,21.904650593490913,21.904650593490913,50387700
2013-01-24,22.250938415527344,22.60527880942852,22.122087642476437,22.307311972756693,101739300
2013-01-25,22.452260971069336,22.734122525634607,22.057655409086717,22.210666230597333,81847700
2013-01-28,22.47642707824707,22.734128613363517,22.355629675664026,22.55695919197654,56056500
2013-01-29,22.556957244873047,22.65359454418888,22.22677698950328,22.4039463955971,49242600
2013-01-30,22.428102493286133,22.701910685944107,22.355623763698908,22.55695322676966,43580500
2013-01-31,22.105979919433594,22.524744115940614,22.06571309744682,22.379788164854837,50530000
2013-02-01,22.492528915405273,22.58916620204131,22.186507257006546,22.28314607966456,55565900
2013-02-04,22.097923278808594,22.56500759245004,22.08181655240186,22.444210216443487,50540000
2013-02-05,22.1462459564209,22.27509671910375,22.03350192307897,22.242884796444166,35410400
2013-02-06,22.01738739013672,22.17845155441559,21.944908669813397,22.04959930137947,41889600
2013-02-07,21.969070434570312,22.05765434927548,21.824112982843168,22.02544243557046,38028300
2013-02-08,22.18651008605957,22.31536084201899,21.993233952120434,22.025447409121377,33318500
2013-02-11,22.436153411865234,22.484472047652094,22.146238525100596,22.267035882578618,32247700
2013-02-12,22.452260971069336,22.548899788871278,22.347570326470642,22.452260971069336,35990900
2013-02-13,22.57306480407715,22.637490184665825,22.452265871453925,22.492532694335743,41715600
2013-02-14,22.581119537353516,22.597224731460187,22.444215403301687,22.484480692601856,32663200
2013-02-15,22.556957244873047,22.67775463702893,22.452265045255015,22.581117337713096,49650900
2013-02-19,22.77618980407715,22.808669963405777,22.573193454490937,22.638152224408955,38781400
2013-02-20,22.630029678344727,22.897984749835313,22.597549524836065,22.841144481195162,44110200
2013-02-21,22.321475982666016,22.52447231013523,22.110359616249347,22.52447231013523,49078500
2013-02-22,22.540712356567383,22.540712356567383,22.313355912573147,22.47575359381747,31425900
2013-02-25,22.224037170410156,22.77618584435054,22.224037170410156,22.71122708572585,48011800
2013-02-26,22.224037170410156,22.41079340786377,22.199677055148783,22.232155660091646,49923300
2013-02-27,22.581314086914062,22.735591750295207,22.191561457177855,22.264640268845806,36394700
2013-02-28,22.573190689086914,22.711228251844357,22.524472004801655,22.638149451046942,35840200
2013-03-01,22.694995880126953,22.719354454508608,22.345841859088157,22.50823803367726,34849700
2013-03-04,22.857389450073242,22.857389450073242,22.491996937330335,22.61379444157797,38157500
2013-03-05,23.01979637145996,23.174074097936952,22.86551864498297,22.971077660002987,41432200
2013-03-06,22.808664321899414,22.922341753954104,22.55694934431881,22.90610167830662,51448500
2013-03-07,22.849267959594727,22.96294696525077,22.743710542277537,22.82490938953494,29196700
2013-03-08,22.735591888427734,23.003547016591774,22.703111728049407,22.938588244574408,37667800
2013-03-11,22.630029678344727,22.71122696463845,22.467632008279356,22.686868398245917,36627500
2013-03-12,22.662511825561523,22.694991984147254,22.44327540132544,22.605673096775696,39255200
2013-03-13,22.67062759399414,22.751826426421164,22.532590043489872,22.630028952150084,29093400
2013-03-14,22.849267959594727,22.865508038794044,22.678751774219453,22.73559050267788,55914800
2013-03-15,22.768075942993164,22.865513343314984,22.7193556940927,22.759955901509752,92710300
2013-03-18,22.816791534423828,22.962949163732503,22.581315009706667,22.638153743606853,44809400
2013-03-19,22.881750106811523,22.914228719293916,22.759952599708715,22.833031413718267,51901600
2013-03-20,22.995431900024414,23.13346951370881,22.881754411839484,23.011671983690725,35447800
2013-03-21,22.824913024902344,23.02790940100787,22.77619277954462,22.824913024902344,34233200
2013-03-22,22.93859100341797,23.011669824319167,22.81679348482913,22.88987230573033,28720900
2013-03-25,22.865507125854492,23.019784774609874,22.70310943782366,22.979184578232598,44154000
2013-03-26,22.865507125854492,23.011664735334417,22.82490847821635,22.930465891319,27824300
2013-03-27,23.036027908325195,23.10098668240489,22.80055138432421,22.849270077699146,36047400
2013-03-28,23.23090171813965,23.27150036677146,22.946706531499466,22.995425219605472,55453800
2013-04-01,23.23090171813965,23.27150036677146,23.027905377502258,23.255260287823067,29201100
2013-04-02,23.38517951965332,23.425779719971803,23.15782459282696,23.21466332453355,28456500
2013-04-03,23.190298080444336,23.506973378001927,23.17405955264413,23.344575710088346,35062800
2013-04-04,23.2227840423584,23.23090408265908,22.954828907393235,23.05226629352275,45263200
2013-04-05,23.303977966308594,23.368936726231684,22.824906531098684,22.914223858031054,50927300
2013-04-08,23.214662551879883,23.328340011509535,23.11722362309787,23.328340011509535,34759500
2013-04-09,24.042884826660156,24.213400993414812,23.28773826248605,23.328336907311726,77733800
2013-04-10,24.5869197845459,24.619398396938568,23.969810661691902,24.01040931436757,71116700
2013-04-11,23.498849868774414,23.709966186383017,23.32833218777801,23.628767364419904,130923200
2013-04-12,23.377059936523438,23.56381620304831,23.271500969364713,23.42577862589097,62886300
2013-04-15,23.29586410522461,23.531339091610946,23.149706469455445,23.263383942280612,56332900
2013-04-16,23.523221969604492,23.66125958176518,23.303987037487783,23.466383226139435,52797300
2013-04-17,23.4095401763916,23.580057924158925,23.222783896863977,23.425780256891215,52840700
2013-04-18,23.377059936523438,23.531336044310486,23.141583431891824,23.506977473996326,56906600
2013-04-19,24.172805786132812,24.55443836747767,24.042888245728637,24.051008285596303,99790700
2013-04-22,25.03350830078125,25.317703483281456,24.578796938024407,24.603155507352984,137904000
2013-04-23,24.84674835205078,25.0903433015974,24.668110610226936,24.927947184812627,59126900
2013-04-24,25.78865623474121,25.918573773556897,24.846753303957875,24.862993383494643,90946600
2013-04-25,25.934818267822266,26.665604935242733,25.61002436549533,25.748060418837223,110700200
2013-04-26,25.813020706176758,25.967296841569652,25.53694550246175,25.90233806120962,47799300
2013-04-29,26.47884750366211,26.535686240548397,25.796779563547837,25.82113813721943,59116400
2013-04-30,26.8767147064209,26.884836294768743,26.21088694590382,26.43824495746754,75165200
2013-05-01,26.56816291809082,26.860478153714364,26.470722441230677,26.738679106378406,54330900
2013-05-02,26.925445556640625,26.93356405070995,26.300216198995678,26.495094128935246,46059500
2013-05-03,27.19339370727539,27.217752279245307,26.860479801279112,26.982275758607333,46784600
2013-05-06,27.404510498046875,27.53442805354587,26.998517749927665,27.136553797498348,40978300
2013-05-07,27.0472354888916,27.436988119278343,26.99039675721928,27.3233106559337,43078300
2013-05-08,26.787399291992188,26.99039563883291,26.51132413638967,26.852356512292435,51595700
2013-05-09,26.51944351196289,26.79551867677425,26.46260478074983,26.67371962561568,46417800
2013-05-10,26.543807983398438,26.568169657532422,26.243374180565926,26.52756789980219,36394900
2013-05-13,26.819881439208984,26.852361604257478,26.430128751064107,26.478848998636852,36027600
2013-05-14,27.41678237915039,27.41678237915039,26.81987694178036,26.86893881633628,56870100
2013-05-15,27.678442001342773,27.71932846014208,27.335018205660464,27.351372165340415,46303900
2013-05-16,27.866514205932617,27.923751511842987,27.43314202221223,27.506733289696882,59382900
2013-05-17,28.512468338012695,28.512468338012695,27.882855078914858,27.907387572104412,60666700
2013-05-20,28.684188842773438,28.70053968245414,28.357115903582454,28.397999241181648,54020800
2013-05-21,28.496118545532227,28.839545427577143,28.389822496574208,28.700538343187976,48702400
2013-05-22,28.299880981445312,28.487946845539177,28.095461157099937,28.4470635045099,66047500
2013-05-23,27.923744201660156,28.25081398992419,27.71932441429573,27.989156911633597,51102700
2013-05-24,28.021875381469727,28.03005080359651,27.719334855585288,27.735685699838854,33174400
2013-05-28,28.635128021240234,28.765956577897462,28.13634317423492,28.144518594376507,48212100
2013-05-29,28.52065658569336,28.635131195558543,28.267174864421033,28.406181975828172,38412200
2013-05-30,28.643291473388672,28.82318183332854,28.46340423264633,28.49610901874651,51131000
2013-05-31,28.537010192871094,28.847726096021145,28.44706496646482,28.471594348503206,56165700
2013-06-03,29.10120964050293,29.133917564739583,28.47977467600322,28.553362826736684,51252600
2013-06-04,28.610597610473633,29.22385703255193,28.43070718185374,29.125733279196325,65529500
2013-06-05,28.43888282775879,28.5288280427837,28.1526963428602,28.291700315754156,46025100
2013-06-06,28.58605194091797,28.708705016498165,28.201745001214775,28.487931351972186,37618500
2013-06-07,29.166606903076172,29.256552087430446,28.66782535936209,28.823183238302768,40757300
2013-06-10,29.003080368041992,29.150262864168837,28.733244752076644,29.03578516336031,35994500
2013-06-11,28.487951278686523,28.76596240782684,28.357122695514576,28.659663209249803,39435900
2013-06-12,28.6187744140625,28.839548190989134,28.49612127603697,28.73324901264693,37372700
2013-06-13,28.389816284179688,28.63511936384849,28.28351713928398,28.610589991640975,45654900
2013-06-14,28.128173828125,28.365298493822014,28.00552066512349,28.250823871927008,53192600
2013-06-17,28.6187744140625,28.74960297233026,28.316233957918094,28.36529271776921,49670100
2013-06-18,28.602426528930664,28.757784500118735,28.53701379550394,28.59425110695215,28616500
2013-06-19,28.28351593017578,28.692355418545365,28.28351593017578,28.5860562781939,30816200
2013-06-20,27.384082794189453,28.070933572712665,27.28595902640101,28.013693148569814,54493700
2013-06-21,27.20418930053711,27.580321010783234,27.024298865550342,27.523083712232683,85338500
2013-06-24,27.572153091430664,27.96463886792082,26.63182044080655,26.93436097533444,56109000
2013-06-25,27.531253814697266,28.111808346602377,27.35954195221183,27.866505240309152,44073400
2013-06-26,28.087278366088867,28.19357753203475,27.711146694832365,27.899212530460616,48665900
2013-06-27,28.30805206298828,28.438880605748306,28.209931435717884,28.226285393462703,28993100
2013-06-28,28.242639541625977,28.44705933601667,28.07910308227372,28.111810997983874,65545500
2013-07-01,28.095457077026367,28.61059583294303,28.070927699810795,28.41435145762289,31055400
2013-07-02,27.752025604248047,28.16086512586206,27.498547097134082,28.136335752708582,37630000
2013-07-03,27.80927085876465,28.103635897772858,27.47402247971617,27.52308435928384,15994400
2013-07-05,27.97280502319336,27.997337520546424,27.457669366758722,27.874684391377045,26085900
2013-07-08,28.07093048095703,28.283525716018218,27.784740868560668,28.08728132125503,32396900
2013-07-09,28.087278366088867,28.291698159493293,27.91556648823679,28.27534732091563,25318500
2013-07-10,28.37346649169922,28.4634116952512,28.06274754830101,28.079101505237585,29658800
2013-07-11,29.182968139648438,29.2483839697582,28.537003972906057,28.618770641344803,53638300
2013-07-12,29.166606903076172,29.215668763414236,28.84771260887296,29.093018791365598,35501200
2013-07-15,29.575448989868164,29.6163354366878,29.09302135705521,29.158434057410307,34142600
2013-07-16,29.6572265625,29.78805511680873,29.40374487387736,29.444628212249068,36378500
2013-07-17,29.223852157592773,29.75534169654796,29.0194323843335,29.714458365735744,37285100
2013-07-18,28.978544235229492,29.346500429361516,28.798656966363406,29.20749648891054,49547100
2013-07-19,25.675127029418945,26.713578446782698,25.36440961405957,26.492807803710598,248428500
2013-07-22,26.17391586303711,26.17391586303711,25.838668997996788,25.92043724879671,79040700
2013-07-23,26.018552780151367,26.1984432084185,25.9286075660178,26.0921440354244,65810400
2013-07-24,26.13302993774414,26.321095804299485,26.075792635714212,26.19844577960636,52803100
2013-07-25,25.666948318481445,25.87954508711038,25.552473735219415,25.855015710468074,63213000
2013-07-26,25.855009078979492,25.855009078979492,25.519759274729534,25.560644157978956,38633600
2013-07-29,25.78960609436035,25.838666416098146,25.675129930839493,25.73236723280017,28870700
2013-07-30,26.04308319091797,26.263855392665793,25.797778491776914,25.985845895664852,45799500
2013-07-31,26.034910202026367,26.20662211410401,25.92861101489296,26.14120782956021,43898400
2013-08-01,25.895893096923828,26.239318327432404,25.838655818438877,26.21478895642392,42557900
2013-08-02,26.075788497924805,26.083965476860033,25.814131410394555,25.91225359801803,29199900
2013-08-05,25.920429229736328,26.165732346646465,25.871367358674952,26.083964121143357,30984000
2013-08-06,25.82230567932129,25.895896922415798,25.658769236978134,25.797774745090084,36331500
2013-08-07,26.214799880981445,26.24750468288933,25.552478514961976,25.789606264188592,38078600
